id,name,streetAddress,postalAddress,email,addressHeadOffice,tel,cell,fax,businessType,registeredNum,vatNum,Contact Person,registeredName,commencementDate,statusId,comment
1050,Debonairs Montana,Shop 106 Monana Crossing  Zambesi Drive,P.O. Box 5816  Pretoria  0001,,,"5,481,426",,,REST,,,,,1/1/05,2,
125,Debonairs Pizza,Shop D3 Rtby Square  Wolmarans Drive,P.O.Box 59674  Kengley  2100,,,014-5922626,,014-5922635,SNACK,,,,Rustdeb Pizza cc                                  ,3/1/00,2,
120,Debonairs Pizza Eldoraigne,Cnr Saxby & Frederik   Eldoraigne,P.O.Box 10021  Voorna Valley  1636,,46 Limmos Villag4e  Pretorius Str,,,,-1,,,,Centwise 68cc                                     ,2/28/01,2,
962,Debonairs Pizza Gezina,Micheal Brink Str,P.O. Box 23323  Gezina  0031,static_cell@hotmail.com,,,,"8,071,937",REST,,,,CMC Pizza                                         ,3/1/06,2,
857,Debonairs Pizza Glenfair,Glenfair Shopping Centre  Cnr Lynnwood & Daventory Rds  Lynwood House,Postnet Suite #17  Private Bag X025  Lynwood Ridge   0040,debyleu@swartat.co.za,,3486620,,3486634,SNACK,,,,,11/1/99,2,
1347,Debonairs Saveways Witbank,Shop 5 Saveways Mall  Witbank  ,P.O. Box 1532  Middelburg  1050,barend@shellultracity.co.za,,013-243 9622,,012-243 9621,REST,,,,Rinsa (Pty) Ltd                                   ,11/1/09,2,
1238,Debonais Gezina,Michael Brink Str  Gezina Galleries  Gezina,P.O. Box 35634  Wonderboom Junction  0086,rjowen0984@gmail.com,,"3,358,355",,"865,284,445",SNACK,,,,Cross Atlantic                                    ,8/4/08,2,
1348,Delhi Delicious,Shop 55  Bloed Str Mall  Pretoria,P.O. Box 1749  Lenasia  1820,yunusabsool@telkomsa.net,,012-323 5024,,011-857 1900,SNACK,,,,Kulsums Kitchen cc                                ,1/1/09,2,
126,Denver Spur,"shop 230, Jackaranda Centre  Cnr Michael Brink & Frates Str  Rietfontein, Pretoria  0083",Private Bag X09  Suite 416  Gezina  0031,,,012-3310876/7,,3310876,REST,1.992E+11,4200134023,,Fresh Ideas Marketing                             ,3/2/99,2,
566,Desmondi Campus Caterers,No 11 Leyds Str  Groenkloof,P.O.Box 71655  The Willows  0041,,,012-4205611,,,FUNC,,,,Small Holding 175                                 ,1/1/04,2,
127,Devine Lounge,Shop UF 54  Level 6  Menlyn Centre,P.O.Box 2049  Faerie Glen  0043,,,012-3681361,,,-1,,,,,7/10/01,2,
1536,Dice Pizza Faerie Glen,Shop G Dischem Centre  108 Haymeadow Str,P.O. Box 15429  Lynn East  0039,,,012-9917004,,,-1,,,,Midnight Star Trading 70cc                        ,3/1/12,2,
1531,Dice Pizza Pierre V/Ryneveld,Shop 21  Van Ryneveld Lifestyle Centre  C/ Pieter Botha & Van Ryneveld  Pierre Van Ryneveld,P.O. Box 61653  pierre Van Ryneveld  0045,pvr@dice-pizza.co.za,,012-662 4315,,"866,000,806",-1,,,,,,-1,No Reg form
1042,Die Biltong Hoekie,140 Cnr Beyers Naude & Fatima Bhayat,Postnet Suite # 223  P/Bag X 82245  Rustenburg  0300,,,014-5920912,,,SNACK,,,,,6/1/02,2,
657,Die Koffiekamer,Sanlam Sentrum  Cnr Andries & Pretorius Str  Pretoria,Posbus 15211  Sinoville  0124,,,012-322 5862,,,REST,,,,Starplex 159                                      ,12/1/04,2,
907,Die Ou Huis Restauant,Lucas Str  Rustenburg,,,,014-592 1644,,,REST,,,,,2/1/06,2,
128,Die Stoep Restaurant,Cnr Charl Cilliers & Market Str,P.O. Box 1885  ,,,013-9325101,,,-1,,,,,5/1/90,2,
620,Die Werf,Plot 66  Olympus Drive  Olympus   Faerie Glen,P.O.Box 74055  Lynnwood Ridge  0040,accounts@diewerf.co.za,,012-9911809,,012-991 0674,REST,,,,,1/1/95,2,
1081,Diep In Die Bos,"Wekkerweg  Moreletapark,   Pretoria  0181",P.O. Box 39252  Moreletapark  Pta  0044,,,,,,REST,,,,,4/1/07,2,
1631,Diep In die Bos,929 Disselboom Str  Wapadrand  0043,P.O. Box 2804  Faerie Glen  Pretoria  0043,chef@meals of distinction.co.za,,012-807 4630,,"865,410,704",FUNC,,,,Meals of Distinction Ukudle Olluphambili          ,1/1/07,2,
1043,Dijah's Halaal Foods,Shop 9 Nedbank Plaza  Vermeulen Str  Arcadia,,,,"3,236,284",,,REST,,,,,2/1/06,2,
1138,Dijon Restaurant,271 Andries Str  Sanlan Centre,P.O. Box 13084  Tramshed  0126,,,"3,285,308",,,REST,,,,Bethel Marketing & Investements                   ,,-1,
1152,Dimi's Kouzina,Natura Bld  Cnr 18th & Pinaster Str  Hazelwood  Ptetoria,,,,"3,465,640",,,REST,1998/029861/23,,,SMD Restaurant cc                                 ,10/1/07,2,
1221,Dino and De Luca,"Shop 43 Westend Lifestyle & Decor Centre  Zambezi Drive  Sinoville  Pta,0117",P.O. Box 2020  Edenvale  1610,SAUNDERSCO@WORLDONLINE.CO.ZA,,011-454 6889,,011-4546895,REST,,,,,4/1/08,2,
986,Dinos Pizzeria & Restaurant,Shop No 4 GTG Building  361 Willem Erasmus Str  Erasmia  ,P.O. Box 13063  Laudium  0037,,,"3,704,678",,,REST,,,,,1/1/01,2,
1349,Dipitseng Tsa Motsilela African Food,202B Beatrix Str  130 Arcahdia Centre,,,,,,,REST,,,,,10/30/09,2,
129,Dipitseng Xatrers,Cnr Vermeulen & Van Der Walt Str  3rd Floor  Munitoria Building  Pretoria,P.O.Box 13279  Tramshed   0126,,,012-3084648,,,FUNC,,,,,11/1/02,2,
674,Dixies Cafe,462 Paul Kruger Str  CBD,,,,,,,CAFE,,,,,8/1/04,2,
1044,Dockside Porterhouse Rest,Cnr Hans Strydom/Theuns Jonson  Watemeyer,P.O. Box 13496  Leraatsfontein,,,013-6971066,,,REST,,,,Highland Mews Rest                                ,11/1/06,2,
130,Domino's Pizzeria & Bar,Cnr Boekenhout & Springbok,P.O. Box 7051  Tasbet Park,,,722263201,,,REST,,,,,5/30/01,2,
131,Don Carlos Kitchen Cafe,B.T. 8486   Mamelodi West  ,Same as above,,,,,,CAFE,,,,,1/1/87,2,
132,Down in Town Rest & Fast Foods,290 Paul Kruger Str  Pretoria  ,,,,012-3232460,,,REST,,,,,1/1/96,2,
133,Dragon Garden Restaurant,3 Niesenwand Str  Constantia Park  Pretoria,P.O. Box 4191  Pretoria  0001,,,012-9986233,,,REST,,,,,1/1/01,0,
1350,Dragonfly,38 Genl  Van Ryneveld Str  Persequor   Brummeria,,beket@polka.co.za,,012-349 1380,,012-803 3001,REST,,,,BCM Planning                                      ,11/1/09,2,
682,Drop Zone,1st Floor Gable House  Hatfield Square  Hatfield,P.O. Box 13242  Hatfield  0028,,,012-3626528,,,OTHER,,,,Xtreme Action                                     ,9/1/88,2,
134,Dros Atterbury,Cnr Clarinet & Atterbury Rd  ,Postnet Suite 243  Private Bag X 4  Menlo Park,,,012-348 6635,,,REST,,,,Centwise 24 cc                                    ,11/13/02,2,
1584,Dros Bela Bela,Shop 3  Cnr Potgieter & Marx Str  Bela Bela  0480,P.O. Box 611  Bela Bela,dros@vhadmin.co.za,,014-736 5223,,"866,944,642",REST,,,,Kwezi Developers                                  ,8/20/12,2,
135,Dros Hatfield,Cnr Pretorius & Grosvenor Str  Springbokpark  Hatfield,P.O.Box 13136  Lynnwood  0028,,,012-43003449,,012-4303288,REST,,,,PS 1002 Investements                              ,11/29/01,2,
137,Dros Restaurant Zambesi,Cnr Zambesi & Dr Swanepoel,Dassi Bos Laan 10  Wonderboom  0182,,,012-5481294,,,REST,,,,Stheko Enterprises Pty Ltd                        ,11/1/00,2,
1168,Dros Rooihuiskraal,Shop 75 Mall At Reds  Rooihuiskraal  ,P.O. Box 77249  Eldoglen,jan vosloo@gmail.com,,"6,568,914",,"6,568,912",REST,,,,Greenfields At Reds                               ,9/1/06,2,
136,Dros Rustenburg,Cnr. Von Wielligh & Beyers Naude Str  Rustenburg ,,ruan@stonedecor.co.za,,014-5925439,,"865,513,434",REST,,,,Omnipact SA Investment                            ,11/27/01,2,
1051,Dros Silverlakes,Shop 41  Silver Lakes Crossing  Hans Strydom Drive  Pta,Suite 41  Pribate Bag X30  Lynnwood Ridge  0040,,,8092609,,,-1,,,,,8/29/06,2,
138,Dros Waterkloof,Cnr Ridgeview & Muskejaat Str  Waterkloof,Private Bag X 25723  Postnet Suite 1,,,012-3474850,,,REST,,,,Biotrace Trading 69                               ,11/1/01,2,
799,Dros Witbank,Saveway Cresent Cnt  Cnr President & Swaartbosroad  ,Postnet P98  Private Bag X7260,,,013-6902003,,,REST,,,,,8/1/05,2,
1022,Duke & Dine,Plot 44   Winternest  Akasia  0118,P.O. Box 60921  Karenpark,,,"5,423,988",,,REST,,,,,1/1/02,2,
1205,Dulce Cafe - Zambesi Junction,"Shop No 38, 1123  Tibouchina Str  Montana Park  0159",P.O. Box 92514  Mooikloof  Gauteng  0059,dulcezambezi@telkomsa.net,,,,866934791,REST,,,,,11/15/07,2,
858,Dulce Centurion,Centurion Mall  South Str  Centurion,P.O. Box 90334  Garsfontein  0042,,,6431556,,012-643 1556,CAFE,,,,All Craze 6 cc                                    ,12/1/02,2,
139,Dumbo's Pizza Parlour,"Shop 17, Queenswood Galleries  Whittle Lane  Queenswood",,,,012-3332755,,,SNACK,,,,,1/1/00,2,
575,Dumo's Caterers ,101 Woltamade Str  Witbank,P.O.Box 5152  Emalahleni  1039,,,031-6564315,,,FUNC,,,,,2/28/04,2,
1351,Eat N Go Pta West & Silverton,327 Chruch Str  Pretoria West  Pretoria  0117,P.O. Box 19798  Pretoria West  Pretoria,mohsin@kitkatgroup.co.za,,012-327 6991,,012-327 8954,REST,,,,Hajidoc Fast Food                                 ,3/3/10,2,
1524,Eat Pink Coffee & Food Boutique Menlyn,Corner Lois & Atterbury Roads  Menlo Park,P.O. Box 33   Cornwall Hill Country Estate  0178,,,012-348 7178,,866512898,REST,,,,Green Leag Hotel Amenities cc                     ,4/1/11,2,
1433,Eatfine Food & Catering cc,329 Pretorius Str  Pretoria,P.O. Box 68166  Highveld,eatfine@yahoo.com,,012-322 1516,,012-322 1516,REST,,,,,11/1/09,2,
1252,Edelweiss Akkommodasie fasiliteite,79 Basuil Ave  Kameeldrift East  Pretoria,P.O. Box 3031  Montana Park  0159,info@edelweissestate.co.za,,"8,081,016",,"8,080,625",FUNC,,,,,,2,
1573,Eds Diner Parkview,Shop 149g Parkview Centre  Garsfontein Rd  Moreletta,190 Dougall Str  Muckleneuk  Pretoria  0001,vasili@edsdiner.co.za,,012-998 8802,,012-998 8860,-1,,,,PC Globe Technologies                             ,1/1/12,2,
140,Eersterust Green Grocer,86 Hanscoverdale Str  West  Eersterust,,,,012-8064486,,,OTHER,,,,,1/1/01,2,
664,Eight till late,197 Esselen Str  Sunnyside  Pta  0002,,,,012-3410335,,,CAFE,,,,,1/1/04,2,
141,Eight Till Late Constantia,Alberton  Alrode,,,,011-6660802,,,OTHER,,,,,7/1/01,0,
1352,Eight Till Late Sunnyside,204 Savyon Bulding  Sunnyside  Pretoria,,,,012-341 0335,,012-341 0335,SNACK,,,,Shuixing Trading                                  ,,2,
142,Eight Till Late Wierda Park,Chris Hougart Str 275  Wierda Park,,,Eight till Late  Alrode Park  Alberton,,,,-1,,,,,5/12/01,2,
801,Eisbein & Co,Russouw  Str  Die Wilgers  Pta,P.O. Box 902   Faerie Glen,,,8075990,,,REST,,,,,8/13/04,2,
912,Elaine's Curry Den,Shop 33 Silvermall  Cnr Pretoria & Boulevard  Silverton,,emjones@telkomsa.net,,8047258,,8047258,-1,,,,,2/1/06,2,
589,Elardus Park Supermarket,778 Piering Str  Elardus Park,,,,012-345 5503,,,CAFE,,,,,9/22/04,0,
1120,Eldon Falls Garden Centre & Cafe,220 Ashwood Dr  Clubview  Centurion,P.O. Box 8901  Centuion  0046,,,"6,600,068",,,OTHER,,,,,,2,
191,Elegant Square 196cc,Shop 21 Mayville Centre  DF Malan Drive 266  Pretoria,P.O.Box 56725  Arcadia  0007,,,012-5480870,,,REST,,,,,12/1/01,2,
625,Elephant & Friends Pub & Grill,Cnr Devillabois 7 Hojiceth Str  Moraletta Park  Pta,,,,,,,FUNC,,,,,11/11/03,2,
143,Elite Confectionery,274 Tangerine Str  Laudium,P.O. Box 42525  Fordsburg  2033,,,,,,OTHER,,,,,10/1/01,2,
570,Elizabeth Confectionery cc,21 Arras Str  witbank  1035,P.O.Box 1689  Witbank,,,(013) 690 3939,,,SNACK,,,,,4/1/96,2,
144,Eloffsdal Cafe,351 Franzina Str  Eloffsdal  0084,,,,,,,CAFE,,,,,4/4/01,2,
190,Emerald Dunes Investments,Shop 26 Waterkloof Shopping Centre  426 Cliff Str  Waterkloof Ridge,P.O.Box 95809  Waterkloof  0145,,,012-3479777,,,SNACK,,,,Emerald Dunes Investments cc                      ,3/1/04,2,
1016,Emilio's Pizza Den,Cnr Van Beakenhout & Arendweg,P.O. Box 20520  Protea ark  0305,,,014-5333720,,014-5922101,SNACK,,,,,1/1/96,2,
146,Engen Struben Park Motors,102 Cnr Proes & Schubart Str,,,,012-3231763,,,SNACK,,,,,,2,
778,Erasmusrand Liquor Cellars,358 Buffelsdrift  Erasmusrand,P.O. Box 11580  Maroelana  0161,,,3471560,,,OTHER,,,,,1/1/02,2,
918,Erics Mini Market & T/Away,537/539 Paul Kruger Str  Pta,,,,"3,237,128",,,REST,,,,,8/31/05,2,
1539,Eriotime,Cnr Garsfotnein & Blesbok  Pra East,P.O. Box 95654  Waterkloof,rafterspub@gmail.com,,,,,REST,,,,,6/22/10,2,
583,Esperanza,Hoewe 17  Cnr Cecil & 3rd Road  Kenley  Sinoville,P.O.Box 13415  Sinoville  0129,,,012-5674985,,,REST,,,,,1/1/98,2,
808,Essence,Shop 4 Willow Way Centre  Lynwwood Rd  Pretoria,P.O. Box 7038  Albem arwe  1410,,,8071926,,,REST,,,,Gialmo Foods Brynstone                            ,9/1/04,0,
189,Eugene Marais Cafe,Cnr 5th Ave & Fred Nicholson Str  Les Marais,P.O.Box 990433  Kiblerpark  2091,,,012-3342533,,,REST,,,,,10/13/03,2,
779,Europa @ Hub,Inovation Hub Bldg  Cnr eiring Naude & Hotel Str  Lynnwood  ,P.O. Box 2020  Edenvale  1610,,,011-454 6889,,011-454 6895,-1,,,,,8/1/05,-1,
1125,Europa Groove Lounge,Cnr Esselen & Jeppe Str  Sunnyside,1208 Moulton Ave,michaelj@worldonline.co.za,,"4,406,230",,,-1,,,,,6/1/05,2,
147,Europa Menlyn,Shop 85/86  Menly Park  Pretoria,P.O.Box 784692  Sandton  2146,,,012-3681161,,,REST,,,,Genfacto Eight 2000/045904/23                     ,12/10/00,2,
148,Everest,Menlyn Park   Shopping Centre,,,,,,,SNACK,,,,,12/22/00,2,
1117,Evergood Take Away,99 Beatrix Str  Arcadia,,,,"3,230,886",,,REST,,,,,6/1/07,-1,
1430,Excellentia Catering ,597 Keeshond Str  Garsfontein X 6  0042,Postnet Suite 908  P/Bag X 4  Menlo Park  0102,excellentia.catering@lantic.net,,012-993 5033,,"865,739,997",FUNC,,,,,5/1/07,2,CLOSED 31 MARCH 2012
1262,F & A Take Aways,284 Schoeman St  Pretoria,P.O. Box 798  Pretoria  0001,,,,,012-3287188,CAFE,,,,,3/1/09,2,
150,F & M Bakery,81 C Bazaar Str  Marabastad,P.O.Box 13613  Laudium,,,012-3219990,,,OTHER,,,,,11/1/02,2,
911,Fab Foods,Wapadrand Centre  Cnr Lynnwood & Wapadrand Str  Wapadrand,160 Astrid Str  Mayerspark  0184,,,012-8076639,,,SNACK,,,,,11/1/05,2,
1150,Fabulate Eldoraigne,Shop #23 Eldoraigne Village  Cnr Saxby & Frederik Ave  Eldoraigne,Postnet Suite 236  Private Bag X4  Wierdapark  0149,adv@hnb.co.za,,"6,544,159",,,REST,,,,Kofica Fe (Pty) Ltd                               ,2/1/08,2,
149,Fabulous Fish cc,Cnr Brits Rd & Grafenheim Str  Nina Park,P.O.Box 54412  Ninapark  0156,,,,,,REST,,,,,12/15/99,2,
739,Fanies Place Rest & Sportsbar,241 Basoen Ave  Lyttelton,P.O. Box 14664  Lyttelton  0140,,,012-6647701,,,REST,,,,,6/1/99,2,
151,Fariedale Supermarket,414 Cliffendale Dr  Faerie Glen  Pretoria,P.O. Box 90490  Garstontein  0042,,,012-9910659,,,OTHER,,,,,7/1/01,2,
1086,Fast Food T/Away,366 Pretorius Str  Pretoria,,,,,,,-1,,,,,1/1/05,2,
152,Fattis Fruit & Veg,216 Tangerine Str,,,,012-3746037,,,OTHER,,,,,9/1/02,2,
1567,Feast @ Fishaways,Shop 6 Eldo Square Shopping Centre  Willem Botah Str  Eldoraigne X 42,P.O. Box 54607  Wierda Park  Centurion  0149,willemfisherman@gmail.com,,012-658 0252,,,FISH,,,,,3/1/11,2,
1282,Fed Up Caterers cc,185 Maude Str  Attridgeville  0008,,fedupcaterers@mailbox.co.za,,012-373 6152,,012-373 7462,FUNC,,,,,6/4/09,2,
1144,Fego Cafe - Irene,Shop 146 Irene Village Mall  Nellmapuis Drive  Irene,P.O. Box 2020  Edenvale  1610,,,"6,624,046",,"6,624,046",REST,2007/189220/23,,,Ideal Trading 166 cc                              ,11/1/07,2,
153,Fego Cafe - Menlyn,Menlyn Shopping Centre,P.O.Box 11345  Erasmuskloof  0048,,,012-3681229,,,OTHER,,,,Golden Spot Trading                               ,1/1/01,2,
1277,Fego Caffe University Of Pretoria,,P.O. Box 22   Innovation Hub  0087,,,,,,SNACK,,,,Mimaku Food Holdings cc                           ,1/21/09,2,
1472,Fish &  Chips Co Moreleta,Shop 10 Moreleta Square Shop Centre  Cnr Garsfontein & Rubenstein Str,,thaboaphane@vodamail.co.za,,012-653 3042,,"866,443,009",FISH,,,,Nkobota Pty Ltd                                   ,,2,
1608,Fish & Chip Co,Shop 8  Dr Swanepoel Dr & Zambesi  Montana Cntr,,missfancyp@yahoo.com,,,"716,915,656",,FISH,,,,Van Zyl's Den                                     ,1/4/12,2,
1585,Fish & Chip Co Bronkhorstspruit,9 Botha Str  Bronkhorstspruit,P.O. Box 2411  Bronkhorstspruit,,,013-932 2216,,"865,163,395",FISH,,,,,3/1/12,2,
1451,Fish & Chip Co Irene,7 Main Rd  Irene,,,,012-667 1976,,,FISH,,,,,10/1/10,2,
1452,Fish & Chips Andries Str,Andries Street  Pretoria,,pleasant@telkomsa.net,,012-320 6460,,"865,398,194",FISH,,,,,10/10/10,2,
1453,Fish & Chips Centurion,Shop No 2D Ground Floor  Cnr Embankment & Gordon Rd,,fishandchipco@webmail.com,,012-643 0351,,012-662 1698,FISH,,,,,9/1/10,2,
1498,Fish & Chips Co,213 Schubart Str  Pretoria,P.O. Box 12818  The Tramshed,ledwaba@gmail.com,,012-326 0528,,012-323 0062,FISH,,,,Thutsi Resources                                  ,2/25/11,2,
1516,Fish & Chips Co Hatfield,Hatfield Plaza  Burnett Street,,pavani@goalnet.o.za,,012-3626511,,,FISH,,,,Pavani Sai Traders cc                             ,9/1/11,2,
1507,Fish & Chips Co Lotus Plaza,Cnr Ruth First & Citron Str  Lotus Gardens,P.O. Box 14541  Laudium  0037,,,012-3780104,,,FISH,,,,,5/15/11,2,
1624,Fish & Chips Co Paul Kruger,Cnr Jacob Maree & Paul Kruger,,godlife101@gmail.com,,012-323 1416,,,FISH,,,,,2/2/12,2,
1448,Fish & Chips Gezina,302 Voortrekkers   Gezina,P.O. Box 13160  Tramshed  0126,thagap@gmail.com,,,,,REST,,,,Keracraft cc                                      ,9/8/10,2,
1464,Fish & Chips Pretorius,287 Pretorius Str  Pretoria Central  0002  ,P.O. Box 52196  Wierda Park  0149,singh@vodamail.co.za,,012-767 2928,,"865,612,441",FISH,,,,,1/1/11,2,OLD ANAT PRETORIUS
154,Fish & Fries Elardus Park,Cnr Barrand & Delmas Rd  Elardus Park,277 Indus Str  Waterkloof Ridge  0181,,,012-3472324,,,FISH,,,,Wil & Becker cc                                   ,11/1/01,2,
1139,Fish 4 ever,Bokmakiesie Str  Madeliefie Centre  Dorandia,P.O.Box 60845  Karenpark  0188,llynvr@mweb.co.za,,,,866978098,SNACK,,,,,1/9/07,2,
1554,Fish 7 Chips Co Schubart Str,213 Schubart Str  Pretoria,P.O. Box 12818  The Tramshed,leswaba@gmail.com,,012-326 0528,,012-323 0062,FISH,,,,Thutsi Resources cc                               ,2/25/11,2,
811,Fish Eagle Restaurant,Dequar Rd  Pta,,,,3122790,,,REST,,,,,1/1/96,2,
158,"Fish,Chicken & Burger",167 Andries Str  Shop No 5   Old Mutual Centre,P.O.Box 77290  Mamelodi West   0101,,,012-3247894,,,FISH,,,,,6/15/98,2,
156,Fishaways,"Shop 108  Montana Crossing  Zambesi Dr,   Montana, Pretoria",P.O.Box 2403  Montana Park  Pretoria  0159,,,012-5481582,,,SNACK,,,,Corpclo 120 cc                                    ,11/16/00,2,
155,Fishaways ,Glenfair Shopping Centre,P.O.Box 2403  Montana Park,,,012-3610441,,,SNACK,,,,Edge to Edge                                      ,2/1/01,2,
896,Fishaways & Deboairs Wonderpark,Cnr Old Brits & Heinrich Str  Acasia,P.O. Box 17600  Pta North  0116,,,5491270,,,REST,,,,Voco Trade 8                                      ,12/12/05,2,
1291,Fishaways Magaliesview RTB,Cnr Marlin & Korokoro Str,P.O. Box 30  Kroondal  0350,henniekruger@vodamail.co.za,,014-592 1361,,,SNACK,,,,Henconel cc                                       ,12/5/08,2,
1061,Fishaways Menlyn,Shop UF 41  Menlyn Park Shopping Centre  Pta,P.O. Box 836  Wingate Park  Pretoria,,,"3,615,724",,"3,615,724",REST,,,,,12/1/04,2,
1353,Fishaways Witbank,Shop 5 Saveways Mall  Witbank,P.O. Box 1532  Middelburg  1050,barend@shellultracity.co.za,,013-243 9622,,013-243 9621,REST,,,,Rinsa (Pty) Ltd                                   ,11/1/09,2,
1046,Fishmonger Centrion,Shop 6 Centurion Gate Centre  Cnr Akkerboom & John Vorster Drive  ,P.O. Box 11302  Centurion,fishmongr@iburst.co.za,,"6,431,429",,,REST,,,,Blue Atlantic Rest cc                             ,,2,
1155,Fismonger Waterkloof Ridge,Cnr Cliff Lane & Muskejaat,P.O. Box 908861  Montana,,,"3,473,562",,"3,473,562",REST,,,,,6/7/07,0,
1003,Five Rand Fast ood,Cnr Grand & 3rd Str  Marabastad,,,,3219413,,,SNACK,,,,,7/1/01,2,
702,Five Rand Shop-Paul Kruger,695 Paul Kruger Str  ,,,,012-3355385,,,CAFE,,,,,,2,
159,Five Rand Store Temba,Cnr Lucas Mangope & Babelegi Rd  Temba,,,,"127,172,158",,,OTHER,,,,,4/1/99,2,
812,Five Star Cafe & T/Away,Zandeling Straat 91  Rustenburg  0299,P.O. Box 9266  Rustenburg  0800,,,,,,SNACK,,,,,2/2/04,2,
1197,FMW Absolute Labour Hire & Solutions Sercies,"Suite 6,Normed Cntr  260 Burger Str  Pta North  0181",P.O. Box 16143  Pta North  0116,fmwadmin@telkomsa.net,,546 7097/99,,"5,467,207",OTHER,,,,,7/1/08,2,Labour brokers   (Sunnyhill superette)
160,Fontana Hatfield,1122 Burnett Str  Hatfield  Pretoria,P.O.Box 11161  Hatfield  0028,,,012-3624631,,012-3628106,SNACK,,,,Sancorp 33cc                                      ,8/1/01,2,
605,Food Master Take Away,252 Mitchel Str  Pretoria West  ,P.O.Box 23030  Gezina  0031,,,012-3274143,,,REST,,,,,1/1/89,2,
1192,Foodchain Cafe & Grill,"Shop G32, Menlyn Park Shopping Cntr  Cnr Atterbury & Lois Str  Menlyn",P.O.Box 395  Menlyn,foodchainmenlyn@yahoo.com,,3681148,,3681148,REST,,,,Bay point 280 cc                                  ,,2,
1292,Foodprint Restaurant,Shop 20 Greenyn Village  Cnr Thomas Edisson & 13th Str  Menlo Park  ,P.O. Box 9272  Moreleta Park  0044,sclaassens@hotmail.co.za,,012-460 0202,,012-346 1322,REST,,,,Cross Point Trading 180 (Pty) Ltd                 ,9/1/08,-1,
1494,Foodworks Catering Investments (Pty) Ltd,Plot 305 Portion 191  Watrkloof  Rustenburg  0299,P.O. Box 70069  Ridderpark  0303,info@foodworx.net,,014-537 2771,,014-537-2504,FUNC,,,,,3/31/03,2,
802,Footprint Restaurant Cafe,Shop 20  Greenlyln Village Cntr  Cnr 13th Ave & Thomas Edisonqn,"P.O.Box 39272,  Moreletapark  0044",,,"4,600,202",,"3,461,322",REST,,,,,7/11/05,0,Closed end May 08 reopened as FOODPRINT
1121,Fournos Bakery Centurion,Shop 235  Centurion Mall,P.O. Box 413885  Craighall,hrl@fournos.co.za,,011-615 0733,,,REST,,,,,8/1/07,2,
161,Fourways Cafe,1175 Fontana Rd,Same as above,,,012-3334293,,,CAFE,,,,,,2,
162,Franco's Pizzeria,981 Ben Swart Str  Villieria  0186,,,,012-3301545/1588,,3301588,SNACK,,,,,7/1/97,2,
803,Freedom Village,Main Rd @ Pioneer Str  Irene,P.O. Box 141  Irene,,,6671800,,,OTHER,,,,Aldeia Trading                                    ,9/1/05,2,
163,Freeway Cafe,6 Oliver Tambo Drive  Rustenburg,P.O.Box 8903  Rustenburg,,,014-5971492,,,-1,,,,,9/1/97,2,
813,Freeway Supermarket,De Wildt Station  Plot 68  Skietfontein,P.O. Box 23030  Gezina  0031,,,3352899,,,SNACK,,,,,1/1/96,2,
164,Fresh & Crispy Fruit & Veg,No 12 Parktown Mews   Cnr Green & Birlington Str  Parktown,Same as above,,,,,,OTHER,,,,,9/1/98,2,
753,Friends Pizza Pub & Rest-Rayton,Total Sentrum  Treurnich Str,Posbus 688  Rayton  1001,,,012-7344138,,,REST,,,,,1/1/04,2,Pub still Friends   Izza & Take Away is now Pizza world
1023,Friends Take Away,410 D.F. Malan,,,,,,,CAFE,,,,,,-1,
1508,Friendship Chinese Restaurant,Shop 37 Elardus Park Shopping Ventre,P.O. Box 4191  Pretoria  0001,,,"123,455,643",,012-347 6417,REST,,,,,3/1/10,2,
994,Frying Grill,Shop No 1  Fourways Cullinan,P.O. Box 852  Rayton  1001,,,7342675,,,SNACK,,,,,1/1/02,2,
1552,Fumo Mastrantonio,Shop 21 Groenkloof Plaza  Groenkloof,P.O. Box 11831,fumo@mastrantonio.com,,012-346 0916,,012-346 0086,REST,,,,Maliterm Coffee Shop & Bar Pty Ltd                ,7/21/11,2,
982,Funchal S/M Rayton,161 Plain Str  Rayton,P.O. Box 1078,,,"7,344,402",,"7,344,402",OTHER,,,,,11/1/05,2,
1024,fusion Cafe,Cnr Jeppe & Essellen Str  Sunnyside,P.O. Box 29270  Sunnyside,,,,,,REST,,,,,5/1/02,-1,
1357,G Eitings Supermarket,P.O. Box 49915  Hercules0030,,swafin@lantic.net,,012-335 0090,,"866,787,788",CAFE,,,,Gold Leaves Amazing Foods cc                      ,3/1/08,2,
165,Gaby's Discount Store,78 Zambezi Drive  Sinoville  0084,,,,(012) 5430643,,,REST,,,Jose Antonio Braz                                 ,,1/1/92,2,
166,Gaby's Supermarket,Pretoria Road  Silverton,P.O.Box 3619  Pretoria  0001,,,(012) 3613016,,,FISH,,,,,1/1/02,0,
1355,Ga-Dineo Eating Place,Shop No 10 Tomkor Buidling  Du Toit Street,P.O. Box 13286  Hatfield  0028,,,,076 979 1310  072 448 71593,,-1,,,,,3/14/03,2,
941,Gala Restaurant,Brooklyn Mall,P.O. Box 36506  Menlo Park  0102,,,"4,602,647",,,REST,,,,Ferrara Investment Holdings                       ,5/1/06,0,
580,Galitos,266 Pretorius Str  Pretoria,P.O.Box 1486  Highlands North  Jhb  2037,,,012-3282899,,,REST,,,Russel Hart                                       ,Valortrade 1002cc                                 ,8/1/03,2,
